ta,rh,v,met,clo,thermal_sensation
23.6,24.5,0.09,1.0,1.04,-1
23.3,23.4,0.03,1.1,0.64,-1
25.0,31.7,0.12,1.1,0.64,-1
22.1,26.8,0.04,1.1,0.95,0
22.5,29.7,0.13,1.2,0.88,-1
22.0,31.7,0.02,1.2,0.76,0
24.9,61.1,0.06,1.5,1.04,-1
24.9,61.0,0.11,1.5,0.59,0
24.8,59.6,0.01,1.3,1.01,-1
24.6,58.1,0.02,1.2,0.7,-1
24.1,57.3,0.06,1.3,0.78,0
24.2,57.6,0.08,1.6,0.71,0
24.9,61.9,0.24,1.4,0.7,0
25.6,55.7,0.13,1.6,0.7,0
26.1,56.3,0.14,1.5,0.7,0
25.6,55.8,0.2,1.3,0.64,0
25.5,57.5,0.21,1.4,0.7,0
25.4,58.0,0.1,1.3,0.7,-1
24.9,57.6,0.17,1.4,0.64,0
24.0,59.4,0.1,1.4,1.05,0
24.5,57.7,0.14,1.5,0.64,0
24.8,56.8,0.08,1.5,0.64,0
25.4,55.2,0.02,1.4,0.64,-1
25.5,54.4,0.12,1.1,0.7,-1
24.8,52.5,0.44,1.4,0.7,-1
24.8,55.2,0.01,1.6,0.7,0
25.2,54.7,0.06,1.5,0.7,-1
24.8,52.3,0.06,1.3,0.7,-1
24.2,54.2,0.06,1.5,0.7,0
24.5,58.0,0.06,1.5,0.7,-1
24.2,53.6,0.07,1.3,0.71,0
23.7,55.5,0.15,1.9,0.64,2
23.8,62.5,0.01,1.5,0.57,-1
23.0,63.6,0.03,1.3,0.7,0
22.0,63.7,0.17,1.5,0.64,0
22.1,64.1,0.09,1.3,0.7,0
25.2,54.6,0.11,1.3,0.64,0
25.1,54.5,0.09,1.4,0.64,0
24.7,53.0,0.06,1.1,0.64,1
25.0,50.2,0.04,1.2,0.64,0
24.5,49.3,0.17,1.1,0.64,0
25.2,51.4,0.2,1.3,0.7,1
25.3,54.0,0.11,1.3,0.64,1
26.2,52.7,0.12,1.1,0.64,1
26.3,53.7,0.19,1.1,0.7,0
26.0,57.9,0.13,1.3,0.58,0
26.1,56.6,0.25,1.3,0.7,0
25.3,59.3,0.18,1.4,0.7,-2
24.2,62.0,0.02,1.4,0.7,-1
24.0,59.3,0.12,1.4,0.64,-1
24.6,62.0,0.11,1.4,0.7,-1
25.0,57.6,0.08,1.4,0.64,0
25.0,56.6,0.04,1.4,0.7,-1
24.9,55.1,0.0,1.5,0.7,0
24.9,56.1,0.04,1.5,0.7,0
24.2,59.1,0.06,1.4,0.7,-1
24.2,59.9,0.03,1.5,0.7,-1
20.7,62.0,0.74,1.2,0.7,0
21.9,65.8,0.02,1.6,1.05,-1
21.7,60.6,0.07,1.6,0.7,0
23.1,64.1,0.03,1.3,0.7,0
23.8,62.6,0.09,1.4,0.7,0
24.1,61.0,0.13,1.0,0.64,0
21.9,65.4,0.17,1.4,0.7,0
24.8,59.2,0.06,1.4,0.64,0
21.8,33.3,0.04,1.2,1.5,-1
25.2,54.0,0.14,2.1,0.64,-1
24.5,53.8,0.12,1.1,0.7,-1
25.2,52.4,0.05,1.1,0.57,-1
25.5,51.8,0.11,1.3,0.57,0
25.9,53.9,0.06,1.1,0.7,-1
25.8,54.7,0.12,1.1,0.7,0
25.5,54.8,0.14,1.1,0.7,0
25.8,55.1,0.2,1.1,0.7,0
25.9,55.0,0.21,1.0,0.7,0
25.7,55.1,0.15,1.3,0.57,0
25.1,51.3,0.17,1.4,0.7,0
24.5,54.1,0.14,1.7,0.7,0
24.9,52.5,0.16,1.1,0.7,0
25.3,54.1,0.06,1.2,0.7,0
24.8,51.7,0.06,1.4,0.7,0
24.2,53.2,0.13,1.7,0.7,0
23.7,55.1,0.18,1.1,0.55,-1
23.7,55.7,0.11,1.3,0.7,-1
23.8,56.1,0.11,1.1,0.64,0
23.9,55.2,0.18,1.1,0.7,-2
24.1,54.4,0.09,1.5,0.64,-1
24.0,54.7,0.1,1.1,0.64,-1
24.0,54.5,0.14,1.3,0.7,0
23.9,55.4,0.09,1.2,0.69,0
24.0,55.1,0.08,1.1,0.7,1
23.4,56.1,0.08,1.1,0.7,2
23.3,56.8,0.2,1.1,0.68,0
23.7,32.8,0.02,1.1,0.89,0
23.4,55.7,0.09,1.1,0.7,0
23.2,54.8,0.1,1.1,0.7,0
22.5,55.5,0.15,1.1,0.7,0
22.7,54.3,0.17,1.3,0.7,-1
24.6,57.2,0.09,1.8,0.59,0
25.0,56.3,0.13,1.4,0.53,-1
25.6,53.9,0.13,1.4,0.53,-1
25.7,54.5,0.06,1.4,0.7,0
25.8,54.3,0.08,1.1,0.63,-1
25.0,54.9,0.06,1.6,0.7,0
24.4,57.6,0.03,1.4,0.7,1
24.1,60.7,0.32,1.4,0.55,0
24.5,47.2,0.14,1.2,0.7,0
23.1,54.6,0.17,1.2,0.7,-1
22.6,54.3,0.12,1.0,0.64,-2
22.1,56.7,0.33,1.1,0.7,0
22.2,57.0,0.18,1.1,0.7,0
23.6,54.8,0.27,1.1,0.7,-2
23.4,54.3,0.13,1.1,0.64,1
23.4,54.3,0.21,1.1,0.7,-1
23.4,54.1,0.14,1.1,0.7,-2
23.1,54.8,0.1,1.3,0.64,0
22.7,54.2,0.12,1.3,0.78,0
22.9,54.8,0.15,1.1,0.64,-3
23.7,54.1,0.07,1.4,0.7,0
23.6,54.8,0.13,1.4,0.7,-2
23.4,54.1,0.12,1.1,0.7,-1
23.8,55.4,0.11,1.1,0.57,-1
22.0,54.3,0.22,1.1,0.7,0
22.4,32.0,0.04,1.0,1.08,-1
22.7,31.5,0.04,1.1,1.28,0
23.2,29.4,0.03,1.1,1.0,0
24.7,27.8,0.11,1.1,0.87,0
24.7,27.4,0.07,1.9,0.86,0
25.0,27.8,0.09,1.3,0.78,0
25.0,28.4,0.1,1.1,0.66,1
24.8,29.8,0.07,1.1,0.81,0
24.7,30.2,0.08,1.1,0.77,0
24.9,30.2,0.05,1.1,0.83,1
30.0,30.4,0.08,1.1,0.77,0
30.0,29.6,0.08,1.1,0.68,0
23.4,42.3,0.05,1.4,0.89,0
23.4,38.9,0.05,1.4,0.55,0
23.4,40.4,0.05,1.1,1.21,0
23.4,39.5,0.04,1.1,0.68,0
23.3,40.2,0.04,1.3,1.52,0
23.6,38.2,0.04,1.3,0.87,-1
23.6,37.3,0.06,1.1,0.82,0
23.5,36.7,0.04,1.0,0.62,-1
23.7,38.0,0.05,1.1,0.65,2
23.5,34.3,0.05,1.1,0.94,0
23.7,35.1,0.05,1.3,0.9,0
23.8,33.5,0.04,1.3,0.8,0
23.8,33.8,0.04,1.1,0.55,0
23.8,34.1,0.06,1.1,0.68,-1
23.9,34.5,0.05,1.1,0.79,0
23.6,33.1,0.07,1.2,0.99,0
23.5,31.7,0.03,1.1,1.58,0
23.6,32.5,0.05,1.1,0.93,0
24.7,26.6,0.09,1.1,0.92,-1
24.8,27.7,0.07,1.3,0.77,0
25.4,27.7,0.08,1.1,0.81,0
24.2,26.6,0.1,1.4,0.61,0
24.2,30.9,0.12,1.1,0.86,0
24.3,29.8,0.23,1.1,0.53,0
24.2,33.4,0.07,1.1,0.83,0
24.6,29.2,0.14,1.1,0.77,0
24.4,31.1,0.17,1.1,0.7,0
25.8,27.3,0.14,1.1,1.28,-1
25.3,28.2,0.12,1.1,0.64,0
25.1,29.0,0.13,1.1,1.08,0
25.0,29.3,0.05,1.2,0.81,-1
25.1,28.9,0.13,1.1,0.49,0
25.0,28.3,0.06,2.0,0.53,1
25.0,29.6,0.08,1.4,0.66,0
24.8,29.6,0.01,1.2,0.68,0
23.7,32.4,0.05,2.1,0.9,0
24.6,29.7,0.06,1.3,0.64,1
25.1,30.3,0.13,1.1,0.64,-1
25.3,30.1,0.09,1.1,0.91,0
24.9,31.2,0.07,1.2,1.16,0
25.1,30.1,0.08,1.1,0.86,-1
25.0,32.1,0.14,1.3,1.15,-1
25.2,29.9,0.1,1.3,1.13,0
25.5,31.1,0.09,1.4,0.87,0
24.9,31.2,0.08,1.1,1.64,0
24.2,33.0,0.05,1.2,0.68,-1
24.1,32.1,0.06,1.1,0.49,-2
24.3,28.0,0.06,1.3,0.91,-1
24.3,26.8,0.13,1.4,0.73,-1
24.3,27.6,0.1,1.3,0.58,0
25.0,30.1,0.06,1.1,0.8,-1
24.1,30.3,0.09,1.1,0.68,0
23.8,31.5,0.03,1.1,0.65,-1
24.8,30.1,0.04,1.1,0.93,-1
23.8,29.3,0.04,1.1,1.21,0
23.7,27.9,0.04,1.1,0.94,0
26.5,53.0,0.02,1.3,0.55,0
26.6,55.1,0.29,1.0,0.94,-1
26.4,52.7,0.06,1.3,0.65,-1
27.8,46.7,0.04,1.2,0.55,0
25.7,52.1,0.08,1.3,0.55,1
26.9,51.3,0.07,1.3,0.59,1
28.3,45.3,0.18,1.1,0.79,0
28.3,46.3,0.02,1.2,0.65,1
28.2,46.3,0.04,1.2,0.77,0
27.4,48.6,0.04,1.1,0.68,1
24.7,40.0,0.07,1.1,0.55,0
26.2,52.9,0.04,1.1,0.49,1
25.3,38.1,0.02,1.0,0.82,0
26.8,48.0,0.09,1.1,0.64,0
26.9,47.9,0.09,1.1,0.55,1
25.3,50.8,0.07,1.3,0.57,0
26.3,48.7,0.06,1.1,0.49,0
27.1,50.1,0.15,1.1,0.55,1
27.6,48.7,0.11,1.1,0.49,1
26.3,49.6,0.08,1.2,0.98,0
26.0,55.2,0.12,1.1,0.65,0
26.5,49.4,0.02,1.1,0.69,0
26.0,49.4,0.07,1.4,0.95,-1
26.7,49.3,0.16,1.2,0.69,0
26.4,47.0,0.07,1.1,0.55,0
23.9,29.8,0.03,1.3,0.92,0
23.8,27.2,0.07,1.2,0.96,1
24.1,28.6,0.05,1.1,0.91,0
24.4,25.7,0.04,1.4,0.68,-1
24.5,30.6,0.06,1.1,0.68,-1
24.3,31.3,0.04,1.2,1.27,0
24.4,31.5,0.05,1.3,0.55,0
24.5,31.4,0.04,1.2,0.97,0
25.2,28.9,0.06,1.1,0.55,1
26.2,29.5,0.04,1.1,0.6,0
25.9,29.7,0.04,1.4,0.81,0
25.9,29.7,0.04,1.1,0.55,0
25.3,28.8,0.06,1.1,0.55,0
25.0,28.3,0.05,1.7,0.63,0
24.4,29.2,0.04,1.2,1.08,0
24.8,29.2,0.07,1.0,0.71,-1
24.3,28.6,0.05,1.1,0.49,-1
24.0,32.5,0.05,1.1,0.83,-1
24.2,27.8,0.04,1.0,0.89,0
24.1,28.3,0.05,1.1,0.64,0
24.2,28.2,0.06,1.1,0.52,-1
24.3,28.7,0.04,1.0,0.55,0
24.2,28.7,0.05,1.1,0.73,0
24.3,27.9,0.04,1.1,0.88,1
24.3,29.3,0.04,1.3,1.32,-2
24.4,30.1,0.04,1.1,0.68,1
23.9,26.7,0.04,1.1,0.83,-1
23.9,25.9,0.05,1.2,0.67,0
23.9,25.9,0.04,1.0,0.96,0
23.9,25.5,0.06,2.0,0.87,-1
24.0,27.4,0.04,1.1,0.57,0
24.6,25.8,0.04,1.0,0.99,1
24.2,28.2,0.07,1.4,0.54,1
26.9,47.3,0.04,1.3,0.54,0
24.3,29.3,0.11,1.1,0.86,1
24.3,32.7,0.11,1.1,0.77,0
23.1,26.6,0.03,1.0,1.06,0
23.7,37.6,0.01,1.3,0.71,1
22.5,28.7,0.12,1.1,0.93,-2
22.3,27.1,0.12,1.1,1.04,0
23.5,25.6,0.12,1.7,1.27,-1
23.6,37.0,0.08,1.1,1.02,-1
23.7,34.8,0.02,1.2,0.75,-1
23.7,32.5,0.03,1.6,0.49,-1
23.7,32.5,0.06,1.1,0.66,-1
23.6,32.1,0.01,1.1,1.25,0
23.5,32.4,0.14,1.1,0.68,-1
23.3,31.9,0.13,1.4,1.02,1
24.1,30.3,0.11,1.3,1.17,0
24.2,31.1,0.07,1.1,0.71,0
24.0,32.7,0.09,1.1,0.65,-1
23.6,32.6,0.04,1.4,0.85,-1
23.6,31.2,0.02,1.3,0.67,0
24.0,32.8,0.04,1.0,0.7,-1
24.4,32.6,0.03,1.1,0.68,-1
24.3,33.0,0.03,1.1,0.89,0
24.4,31.1,0.03,1.3,0.99,-1
24.3,31.7,0.03,1.1,0.93,-1
24.5,30.9,0.09,1.3,0.95,-1
24.4,28.2,0.03,1.1,0.73,-1
24.7,33.5,0.02,1.3,0.55,-1
24.7,26.1,0.09,1.0,0.71,0
24.4,27.0,0.06,1.1,0.55,1
25.6,30.1,0.03,1.1,0.89,0
25.5,26.4,0.02,1.4,1.07,-1
24.4,27.0,0.02,1.1,0.86,0
22.8,32.0,0.02,1.1,1.27,-1
23.8,28.1,0.07,1.1,0.86,-1
22.4,28.0,0.05,1.1,0.86,-1
23.8,27.6,0.06,1.0,0.82,-3
22.5,31.9,0.09,1.4,0.65,-1
22.9,27.7,0.03,1.1,0.59,-1
22.7,32.8,0.04,1.2,1.09,-2
23.6,26.5,0.04,1.1,1.26,0
22.8,31.1,0.04,1.1,1.13,-1
23.5,26.5,0.03,1.0,0.89,1
23.2,27.2,0.0,1.3,1.25,-3
23.3,30.1,0.02,1.2,1.16,-1
23.4,29.4,0.03,1.4,0.78,1
23.6,25.1,0.07,1.1,1.18,-2
24.4,26.1,0.25,1.1,0.55,-1
24.1,24.0,0.1,1.3,0.86,-1
24.2,23.1,0.05,1.1,0.89,-1
23.8,23.9,0.07,1.1,0.89,-2
23.8,24.1,0.08,1.1,0.71,-2
23.9,24.6,0.05,1.4,0.8,-1
22.6,33.0,0.02,1.1,0.89,-1
22.9,32.8,0.02,1.1,1.11,-2
22.9,31.7,0.04,1.4,1.01,-1
23.4,29.1,0.05,1.1,0.74,1
23.5,28.9,0.05,1.1,1.12,-1
23.6,24.8,0.14,1.1,1.21,0
22.8,27.6,0.03,1.1,1.16,-2
22.8,28.4,0.11,1.1,1.03,-1
23.0,29.7,0.03,1.2,0.97,-1
24.4,22.4,0.03,1.7,1.22,0
24.5,34.0,0.11,1.6,0.75,-1
24.7,26.2,0.03,1.6,1.1,1
24.8,26.5,0.05,1.2,0.7,0
24.5,29.0,0.06,1.2,0.98,-1
24.3,26.4,0.01,1.0,0.87,1
24.0,28.0,0.04,1.1,0.6,0
24.2,27.3,0.15,1.3,0.97,0
24.6,27.5,0.06,1.2,0.71,1
24.4,28.5,0.1,1.1,0.89,0
25.1,28.0,0.02,1.3,0.71,1
25.2,27.5,0.41,1.1,1.09,0
24.2,29.5,0.41,1.2,1.08,-1
24.0,27.9,0.11,1.0,0.81,0
24.0,27.5,0.05,1.1,0.69,0
24.3,26.3,0.07,1.2,1.1,0
24.2,27.4,0.04,1.1,0.68,0
24.1,26.6,0.09,1.0,0.73,1
24.2,25.4,0.04,1.1,0.87,0
24.1,26.4,0.04,1.1,0.71,0
23.8,25.9,0.05,1.1,1.02,-1
24.1,26.0,0.02,1.3,0.83,0
23.9,36.4,0.06,1.1,0.67,0
24.0,36.9,0.09,1.3,0.58,0
24.0,35.7,0.07,1.4,0.68,0
24.2,35.1,0.06,1.1,0.55,-1
24.3,33.8,0.08,1.3,0.77,-1
24.2,34.2,0.05,1.3,0.78,-1
24.2,31.4,0.13,1.1,0.85,0
24.3,32.0,0.12,1.0,0.62,-1
24.2,31.9,0.1,1.3,0.91,-1
24.5,29.1,0.04,1.1,0.68,-1
24.3,30.3,0.08,1.1,0.99,0
24.5,29.1,0.05,1.1,1.17,-1
24.7,29.8,0.01,1.0,1.03,1
24.4,23.4,0.18,1.0,0.65,-1
24.6,26.7,0.08,1.1,0.8,0
24.7,27.4,0.11,1.1,0.79,0
24.8,25.7,0.09,1.1,0.55,0
25.1,25.3,0.02,1.1,0.85,0
24.6,26.7,0.04,1.1,0.68,-1
24.4,26.5,0.09,1.1,0.85,0
24.8,26.9,0.09,1.1,1.0,0
24.8,27.1,0.06,1.1,0.7,-1
24.7,33.0,0.06,1.1,1.01,0
23.8,37.0,0.03,1.3,0.74,0
25.2,35.6,0.01,1.1,0.62,-1
25.2,35.6,0.01,1.1,1.06,-1
24.7,26.2,0.11,1.1,0.7,-1
24.0,39.6,0.02,1.4,0.71,1
24.2,39.4,0.01,1.1,0.89,-1
24.4,31.1,0.05,1.1,0.65,0
24.2,29.8,0.11,1.1,0.71,0
24.1,31.1,0.02,1.1,0.77,-2
24.3,31.1,0.03,1.4,1.19,-1
24.3,32.0,0.01,1.2,0.71,-1
24.1,32.9,0.02,1.1,0.49,0
24.5,32.6,0.04,1.1,1.01,1
24.5,32.7,0.02,1.9,0.94,0
25.8,29.1,0.02,1.4,0.83,0
24.7,31.2,0.08,1.1,0.86,1
25.0,30.7,0.04,1.2,0.72,1
24.7,31.5,0.05,1.1,0.8,0
24.2,39.4,0.01,1.0,1.3,1
29.7,56.5,0.25,1.7,0.48,0
29.6,57.0,0.14,1.1,0.63,2
29.8,55.8,0.26,1.4,0.52,1
26.4,47.4,0.07,1.1,0.78,-1
26.1,45.6,0.11,1.1,0.78,0
26.0,46.3,0.11,1.1,0.7,0
26.0,45.2,0.2,1.1,0.88,0
25.9,45.6,0.19,1.1,0.78,1
26.0,45.5,0.08,1.1,0.67,0
26.2,44.5,0.08,1.1,0.7,0
26.0,44.9,0.09,1.1,0.7,0
26.1,44.2,0.12,1.1,0.75,0
25.9,44.4,0.15,1.1,0.57,0
26.4,42.9,0.07,1.1,0.78,1
26.5,43.1,0.15,1.1,0.7,0
26.4,43.0,0.13,1.1,0.64,1
26.4,42.3,0.15,1.1,0.57,-1
26.3,43.0,0.13,1.1,0.7,1
26.4,42.1,0.17,1.1,0.7,1
26.4,42.8,0.08,1.2,0.64,-1
26.3,42.2,0.19,1.1,0.64,-1
27.6,42.1,0.15,1.4,0.78,0
27.2,42.2,0.12,1.3,0.7,0
27.0,41.3,0.11,1.6,0.66,0
27.1,40.7,0.2,1.6,0.64,0
27.2,40.4,0.22,1.6,0.72,-1
27.1,40.6,0.59,1.9,0.82,0
27.2,40.8,0.16,1.6,0.72,0
27.5,42.4,0.09,1.6,0.78,1
27.5,40.8,0.06,1.6,0.7,0
26.7,49.6,0.09,1.6,0.7,1
27.5,40.1,0.05,1.6,0.64,0
25.9,51.6,0.21,1.1,0.64,2
25.0,53.6,0.28,1.8,0.67,1
25.1,51.5,0.02,1.1,0.81,0
25.1,50.6,0.1,1.1,0.89,-1
25.3,50.8,0.07,1.1,0.81,0
25.2,51.8,0.06,1.1,0.81,1
25.1,50.9,0.71,1.1,0.81,0
24.7,51.7,0.69,1.7,0.87,-1
24.7,51.8,0.6,1.1,0.81,0
24.5,53.1,0.02,1.1,0.75,0
24.7,51.5,0.02,1.4,0.75,0
24.6,52.2,0.02,1.1,1.05,0
24.7,52.7,0.01,1.1,0.57,0
24.6,52.3,0.1,1.1,1.17,0
24.5,53.1,0.03,1.3,0.94,-1
24.8,52.0,0.04,1.1,0.99,-1
24.8,52.0,0.06,1.1,0.81,1
24.4,52.6,0.03,1.1,0.57,3
24.4,53.3,0.46,1.1,0.57,-2
24.3,52.7,0.58,1.1,0.6,-1
24.4,53.7,0.05,1.1,0.81,-1
24.8,52.1,0.06,1.1,0.7,1
24.1,54.0,0.07,1.1,0.72,0
24.3,52.3,0.37,1.1,0.81,3
24.5,51.4,0.7,1.4,0.7,0
24.2,52.6,0.1,1.1,0.81,-1
24.6,53.9,0.26,1.1,0.63,-1
24.6,54.4,0.09,1.1,0.87,0
24.8,54.2,0.07,1.4,0.57,0
25.1,52.3,0.28,1.6,0.71,0
27.4,39.2,0.12,1.8,0.75,0
27.6,39.0,0.13,1.1,0.7,1
27.8,40.5,0.12,1.6,0.88,-1
26.4,45.5,0.04,1.1,0.71,-1
26.4,45.6,0.04,1.1,0.71,2
26.2,45.4,0.05,1.1,0.68,0
26.4,45.1,0.02,1.3,0.9,0
26.6,43.8,0.13,1.6,0.9,0
26.5,47.2,0.01,1.6,0.77,0
26.7,44.0,0.21,1.6,0.98,0
26.8,44.6,0.02,1.6,0.9,0
26.6,44.0,0.02,1.3,0.71,0
26.6,44.0,0.27,1.5,0.9,0
26.7,42.4,0.26,1.5,0.84,1
25.9,46.4,0.21,1.3,0.87,0
25.3,45.7,0.03,1.3,0.84,0
25.1,45.5,0.03,1.3,0.94,0
25.7,48.3,0.0,1.3,0.94,0
25.7,44.0,0.03,1.3,0.71,0
25.7,44.4,0.03,1.1,0.92,0
26.1,43.0,0.12,1.3,0.9,0
26.1,44.3,0.05,1.4,0.84,0
26.2,43.7,0.05,1.1,0.76,0
26.3,43.3,0.16,1.1,0.87,0
26.5,42.6,0.11,1.1,0.76,0
26.6,43.4,0.06,1.3,0.88,0
26.2,45.3,0.04,1.1,0.72,1
26.8,44.3,0.07,1.1,0.72,1
26.9,43.7,0.14,1.1,0.72,0
26.8,43.8,0.1,1.1,0.72,0
26.4,45.5,0.06,1.4,0.87,-1
26.5,45.3,0.1,1.1,0.77,-1
26.6,45.0,0.01,1.1,0.84,1
26.6,44.7,0.02,1.1,0.65,0
27.6,38.7,0.14,1.6,0.78,0
27.2,39.4,0.11,1.4,0.67,0
27.3,40.0,0.08,1.1,0.78,0
27.2,40.1,0.1,1.1,0.73,1
27.3,39.5,0.08,2.0,0.7,1
27.0,39.2,0.1,1.1,0.7,0
26.9,39.7,0.13,1.5,0.7,0
27.6,39.4,0.17,1.3,0.78,0
26.8,39.4,0.14,1.1,0.57,0
27.0,41.2,0.11,1.6,0.48,0
26.5,41.8,0.09,1.1,0.63,0
26.1,41.2,0.12,1.1,0.7,1
26.0,41.1,0.46,1.4,0.78,0
25.3,50.6,0.02,1.1,0.95,0
26.0,41.4,0.31,1.1,0.57,1
26.5,41.6,0.12,1.4,0.57,0
25.7,48.1,0.06,1.1,0.87,-1
26.0,47.4,0.03,1.1,0.71,0
26.1,46.4,0.1,1.1,0.9,0
26.0,46.6,0.19,1.3,0.87,0
26.0,46.4,0.03,1.1,0.9,0
25.9,46.7,0.02,1.4,0.87,0
25.9,45.9,0.43,1.2,0.71,0
26.0,47.5,0.02,1.1,0.87,1
26.1,47.2,0.03,1.1,0.71,0
26.2,45.3,0.02,1.3,0.9,0
26.8,44.2,0.06,1.4,0.81,0
26.6,44.7,0.07,1.1,0.77,-1
26.7,40.1,0.63,1.1,0.57,1
25.5,50.7,0.15,1.1,0.76,-1
25.5,50.9,0.2,1.1,0.66,0
25.4,51.1,0.05,1.1,0.75,0
27.5,49.9,0.04,1.1,0.71,1
27.2,49.1,0.22,1.1,0.77,0
27.0,49.6,0.06,1.1,0.88,1
26.9,49.6,0.18,1.3,0.86,1
27.0,50.2,0.12,1.1,0.94,0
27.2,48.9,0.4,1.8,0.75,0
27.2,49.4,0.05,1.1,0.77,1
27.4,49.2,0.15,1.1,0.65,1
27.6,49.4,0.05,1.1,1.3,-1
27.7,48.5,0.32,1.2,0.8,2
27.7,49.6,0.04,1.1,0.94,2
27.7,48.8,0.18,1.1,0.75,1
27.7,48.8,0.23,1.5,0.94,0
27.7,48.5,0.34,1.1,0.94,0
27.6,48.6,0.84,1.3,0.79,0
27.7,49.1,0.37,1.1,0.94,0
27.7,48.6,0.38,1.1,0.69,0
27.4,49.4,0.08,1.1,0.75,1
27.9,48.4,0.07,1.1,0.94,1
28.1,47.4,0.07,1.3,0.84,0
28.3,47.2,0.04,1.1,0.69,0
28.3,47.0,0.03,1.1,0.84,1
28.1,47.5,0.02,1.1,0.94,1
28.0,46.8,0.3,1.1,0.84,0
27.8,46.3,0.22,1.1,0.88,0
27.7,46.7,0.27,1.4,0.94,-1
27.7,46.5,0.21,1.1,0.71,0
27.3,50.2,0.01,1.3,0.71,1
27.4,51.2,0.02,1.1,0.87,1
27.3,50.0,0.02,1.1,0.82,1
27.3,49.7,0.15,1.1,0.94,0
25.6,49.2,0.14,1.1,0.67,0
26.2,46.2,0.28,1.1,0.72,1
25.7,49.5,0.4,1.1,0.75,0
25.3,48.5,0.11,1.1,0.6,0
25.2,49.4,0.19,1.1,0.75,-1
25.3,50.8,0.11,1.1,0.75,1
25.8,47.5,0.23,1.1,0.69,0
26.3,49.5,0.18,1.1,0.79,0
27.8,45.8,0.41,1.1,0.77,0
27.3,47.6,0.23,1.1,0.6,0
27.3,48.1,0.16,1.6,0.69,1
26.6,49.9,0.1,1.1,0.6,-1
26.2,50.6,0.21,1.1,0.74,0
27.5,47.3,0.01,1.3,0.67,0
26.3,49.7,0.12,1.1,0.71,0
26.4,49.0,0.16,1.1,0.66,0
26.1,49.5,0.29,1.1,0.73,-1
25.7,50.5,0.07,1.1,0.6,-1
25.7,51.3,0.08,1.4,0.6,2
25.1,52.5,0.14,1.8,0.57,3
25.2,54.5,0.15,1.8,0.63,2
25.1,51.9,0.11,1.8,0.69,2
25.2,51.9,0.15,1.8,0.6,0
26.8,50.9,0.19,1.1,0.75,0
27.1,51.4,0.14,1.4,0.9,1
27.0,50.8,0.15,1.5,0.84,2
27.2,49.7,0.23,1.1,0.94,0
27.3,49.4,0.45,1.5,0.88,0
26.6,49.3,0.05,1.3,0.69,0
27.0,43.7,0.01,1.3,0.71,0
27.7,47.6,0.01,1.1,0.94,1
27.7,47.8,0.07,1.1,0.84,2
24.6,54.3,0.07,1.3,0.66,0
24.4,54.7,0.04,1.1,0.7,-1
24.3,54.9,0.05,1.2,0.78,-1
24.2,55.1,0.28,1.1,0.53,0
24.5,54.2,0.28,1.1,0.77,0
24.3,55.1,0.18,1.3,0.81,0
24.6,54.1,0.29,1.1,0.72,-1
24.5,54.3,0.22,1.6,0.89,-1
24.5,54.1,0.62,1.1,0.64,-1
24.5,53.7,0.53,1.1,0.81,0
24.4,53.5,0.03,1.4,0.75,1
24.8,53.2,0.04,1.2,0.75,0
24.9,52.6,0.31,1.1,0.87,0
24.5,53.6,0.09,1.2,0.7,0
24.4,53.9,0.1,1.3,1.13,0
24.3,54.2,0.06,1.1,0.93,0
24.2,54.2,0.07,1.1,1.09,0
24.2,54.2,0.1,1.4,0.64,-1
24.1,54.2,0.07,1.1,1.11,-1
24.6,54.3,0.05,1.1,0.72,0
24.7,53.6,0.04,1.1,0.81,1
24.9,52.9,0.06,1.1,0.7,0
25.0,50.3,0.02,1.3,0.75,0
25.0,51.6,0.1,1.3,0.81,1
25.4,51.8,0.03,1.1,0.66,0
25.5,50.0,0.06,1.1,0.75,0
25.2,51.9,0.03,1.1,0.87,1
24.6,54.0,0.02,1.4,0.75,0
24.5,54.3,0.08,1.3,0.75,0
24.5,54.0,0.09,1.1,0.71,0
25.1,52.4,0.02,1.1,0.83,-1
27.8,48.4,0.01,1.3,0.71,0
27.9,46.6,0.37,1.1,0.9,1
28.0,46.6,0.23,1.1,0.74,-1
28.1,46.0,0.23,1.1,0.87,-1
28.0,47.3,0.04,1.1,0.75,1
28.1,47.0,0.05,1.1,0.82,0
28.5,45.7,0.12,1.1,0.77,1
28.3,45.8,0.17,1.1,0.78,1
28.1,46.3,0.17,1.1,0.9,1
27.9,46.6,0.6,1.1,0.84,0
28.0,46.8,0.21,1.1,0.71,0
27.9,46.8,0.01,1.1,0.88,0
27.6,45.8,0.16,1.1,0.88,0
27.8,47.4,0.02,1.3,0.69,0
27.5,43.5,0.01,1.1,0.88,1
27.3,45.3,0.15,1.1,0.84,-1
27.1,47.2,0.24,1.4,0.81,1
27.1,47.1,0.04,1.1,0.75,0
27.1,46.9,0.25,1.1,0.69,0
27.0,47.5,0.27,1.1,0.73,0
27.1,47.7,0.25,1.1,0.88,-1
27.3,47.5,0.02,1.4,0.71,1
27.6,47.2,0.07,1.3,0.98,1
27.7,44.5,0.11,1.4,0.99,0
27.7,45.8,0.29,1.1,0.8,1
27.9,45.9,0.14,1.4,0.67,1
26.2,51.7,0.02,1.1,0.78,1
25.4,53.3,0.03,1.3,0.59,1
27.3,45.8,0.05,1.1,0.84,1
27.0,42.6,0.02,1.1,0.81,1
