ta,rh,v,met,clo,thermal_sensation
29.6,38.0,0.15,1.0,0.64,2
29.6,38.0,0.15,1.0,0.64,0
27.6,68.0,0.07,1.0,0.66,-2
27.6,68.0,0.07,1.0,0.64,-1
27.6,68.0,0.07,1.0,0.72,0
29.0,43.0,0.01,1.0,0.75,-2
26.2,41.0,0.02,1.0,0.64,-1
26.2,41.0,0.02,1.0,0.72,-2
26.2,41.0,0.02,1.0,0.64,-1
26.2,41.0,0.02,1.0,0.66,1
26.0,40.0,0.07,1.0,0.9,1
26.0,40.0,0.07,1.0,0.66,1
26.0,40.0,0.07,1.0,0.79,-1
26.0,40.0,0.07,1.0,0.64,0
26.0,40.0,0.07,1.0,0.64,0
26.0,40.0,0.07,1.0,0.72,-1
26.3,41.0,0.04,1.0,0.64,0
26.3,41.0,0.04,1.0,0.66,0
26.3,41.0,0.04,1.0,0.64,-1
26.3,41.0,0.04,1.0,0.64,-1
26.2,41.0,0.02,1.0,0.66,2
28.1,39.0,0.08,1.0,0.66,1
29.6,47.0,0.01,1.0,0.7,1
29.6,47.0,0.01,1.0,0.7,3
27.0,52.0,0.07,1.0,0.66,0
27.0,52.0,0.07,1.0,0.72,2
27.0,52.0,0.07,1.0,0.72,1
25.1,39.0,0.21,1.0,0.84,1
25.1,39.0,0.21,1.0,0.9,-2
25.1,39.0,0.21,1.7,0.57,0
25.1,39.0,0.21,1.0,0.66,-1
25.1,39.0,0.21,1.0,0.72,-2
25.1,39.0,0.21,1.7,0.51,-2
25.1,39.0,0.21,1.7,0.51,-3
28.8,66.0,0.01,1.0,0.72,1
28.8,66.0,0.01,1.0,0.66,1
28.8,66.0,0.01,1.0,0.72,1
28.8,66.0,0.01,1.0,0.7,2
28.8,66.0,0.01,1.0,0.7,3
27.5,57.0,0.21,1.0,0.64,-1
27.5,57.0,0.21,1.0,0.64,-1
27.5,57.0,0.21,1.0,0.64,-1
27.5,57.0,0.21,1.0,0.72,-1
27.5,57.0,0.21,1.0,0.7,0
27.5,57.0,0.21,1.0,0.7,-3
26.7,60.0,0.17,1.0,0.84,-1
26.7,60.0,0.17,1.0,0.84,-1
26.7,60.0,0.17,1.0,0.7,0
26.7,60.0,0.17,1.0,0.7,0
26.6,61.0,0.13,1.0,0.84,-1
26.6,61.0,0.13,1.0,0.64,1
27.0,52.0,0.07,1.0,0.66,-1
27.0,52.0,0.07,1.0,0.66,-2
25.1,40.0,0.07,1.0,0.84,-2
25.1,40.0,0.07,1.0,0.75,0
29.6,47.0,0.01,1.0,0.75,-2
25.6,43.0,0.21,1.0,0.64,0
25.6,43.0,0.21,1.0,0.84,-1
25.6,43.0,0.21,1.0,0.84,-2
25.6,43.0,0.21,1.0,0.64,-2
25.6,43.0,0.21,1.0,0.97,-2
25.6,43.0,0.21,1.0,0.97,-1
25.4,43.0,0.21,1.0,0.75,-1
25.4,43.0,0.21,1.0,0.84,-1
25.4,43.0,0.21,1.0,0.97,-2
25.4,43.0,0.21,1.0,0.84,0
25.1,47.0,0.17,1.0,0.97,-1
25.1,47.0,0.17,1.0,0.97,2
29.6,47.0,0.01,1.0,0.84,3
25.1,47.0,0.17,1.0,0.97,2
25.1,47.0,0.17,1.0,0.97,2
25.1,47.0,0.17,1.0,0.97,3
25.1,47.0,0.17,1.0,0.97,-1
26.4,44.0,0.25,1.0,0.72,-2
26.4,44.0,0.25,1.0,0.84,-2
26.4,44.0,0.25,1.0,0.84,3
26.4,44.0,0.25,1.0,0.84,-2
26.4,44.0,0.25,1.0,0.75,-2
22.7,46.0,1.17,1.0,0.7,-2
22.7,46.0,1.17,1.0,0.84,2
25.1,40.0,0.07,1.0,0.97,0
25.1,40.0,0.07,1.0,0.7,1
25.1,40.0,0.07,1.0,0.7,-2
25.1,47.0,0.17,1.0,0.97,-1
26.6,61.0,0.13,1.0,0.64,-1
28.1,39.0,0.08,1.0,0.64,0
28.4,48.0,0.11,1.0,0.62,3
28.2,33.0,1.15,1.0,0.64,0
28.2,33.0,1.15,1.0,0.7,-1
28.2,33.0,1.15,1.0,0.7,-2
28.2,33.0,1.15,1.0,0.64,-1
29.0,49.0,0.16,1.0,0.64,0
29.0,49.0,0.16,1.0,0.7,0
29.0,49.0,0.16,1.0,0.84,2
29.0,49.0,0.16,1.0,0.64,-2
29.0,49.0,0.16,1.0,0.84,2
29.0,49.0,0.16,1.0,0.64,0
29.0,49.0,0.16,1.0,0.64,-1
29.0,49.0,0.16,1.0,0.64,0
29.0,49.0,0.16,1.0,0.75,1
29.0,49.0,0.16,1.0,0.64,1
27.6,48.0,0.11,1.0,0.72,-1
27.6,48.0,0.11,1.0,0.64,0
27.6,48.0,0.11,1.0,0.72,-1
27.6,48.0,0.11,1.0,0.64,0
27.6,48.0,0.11,1.0,0.66,-1
27.6,48.0,0.11,1.0,0.64,2
26.8,47.0,0.03,1.0,0.64,-2
26.8,47.0,0.03,1.0,0.66,-2
26.8,47.0,0.03,1.0,0.64,3
26.8,47.0,0.03,1.0,0.84,2
26.8,47.0,0.03,1.0,0.7,0
26.2,59.0,0.1,1.0,0.64,-1
26.2,59.0,0.1,1.0,0.66,3
28.2,33.0,1.15,1.0,0.64,-2
28.2,33.0,1.15,1.0,0.64,-2
28.2,33.0,1.15,1.0,0.64,1
27.4,34.0,0.37,1.0,0.64,-2
27.7,42.0,0.21,1.0,0.97,3
27.7,42.0,0.21,1.0,0.84,2
27.7,42.0,0.21,1.0,0.97,2
27.7,42.0,0.21,1.0,0.84,-2
26.6,41.0,0.53,1.0,0.7,-1
26.6,41.0,0.53,1.0,0.64,-1
26.6,41.0,0.53,1.0,0.7,1
30.1,40.0,0.15,1.0,0.7,-2
30.1,40.0,0.15,1.0,0.72,-1
30.1,40.0,0.15,1.0,0.66,-2
30.1,40.0,0.15,1.0,0.75,-2
30.1,40.0,0.15,1.0,0.84,0
30.1,40.0,0.15,1.0,0.64,1
26.2,59.0,0.1,1.2,0.64,2
22.5,44.0,0.17,1.0,0.64,1
22.5,44.0,0.17,1.0,0.7,-1
22.5,44.0,0.17,1.0,0.72,0
22.5,44.0,0.17,1.0,0.72,-1
22.5,44.0,0.17,1.0,0.72,-1
22.5,44.0,0.17,1.0,0.72,-2
22.5,44.0,0.17,1.0,0.72,-1
27.9,36.0,0.28,1.0,0.66,-1
27.9,36.0,0.28,1.0,0.72,-2
27.9,36.0,0.28,1.0,0.66,-1
27.9,36.0,0.28,1.0,0.97,0
27.9,36.0,0.28,1.0,0.64,-1
27.9,36.0,0.28,1.0,0.64,0
27.4,34.0,0.37,1.0,0.64,-2
22.5,44.0,0.17,1.0,0.7,0
28.1,39.0,0.08,1.0,0.84,-2
26.2,59.0,0.1,1.0,0.72,2
27.5,55.0,0.07,1.0,0.72,-1
28.2,46.0,0.14,1.0,0.7,1
31.1,44.0,0.02,1.0,0.84,2
29.1,39.0,0.05,1.0,0.72,1
29.1,39.0,0.05,1.0,0.7,-1
29.1,39.0,0.05,1.0,0.7,1
29.1,39.0,0.05,1.0,0.7,0
29.1,39.0,0.05,1.0,0.75,3
29.1,39.0,0.05,1.0,0.7,-1
24.3,51.0,0.08,1.0,0.64,3
24.3,51.0,0.08,1.0,0.64,-1
24.3,51.0,0.08,1.0,0.64,-1
24.3,51.0,0.08,1.0,0.64,-3
24.3,51.0,0.08,1.0,0.64,-2
26.8,48.0,0.11,1.0,0.64,0
26.8,48.0,0.11,1.0,0.64,-2
26.8,48.0,0.11,1.0,0.64,-1
26.8,48.0,0.11,1.0,0.64,-2
26.8,48.0,0.11,1.0,0.64,-1
28.2,50.0,0.08,1.0,0.63,0
28.2,50.0,0.08,1.0,0.73,0
28.2,50.0,0.08,1.0,0.62,2
28.2,50.0,0.08,1.0,0.68,0
28.2,50.0,0.08,1.0,0.68,-1
28.4,48.0,0.11,1.0,0.73,-2
28.4,48.0,0.11,1.0,0.68,-2
28.4,48.0,0.11,1.0,0.82,2
28.4,48.0,0.11,1.0,0.82,-2
28.2,46.0,0.14,1.0,0.7,1
28.2,46.0,0.14,1.0,0.66,0
28.2,46.0,0.14,1.0,0.7,2
25.1,45.0,0.14,1.2,0.7,-1
27.5,55.0,0.07,1.0,0.72,1
27.5,55.0,0.07,1.0,0.7,1
27.9,51.0,0.1,1.0,0.7,-1
27.9,51.0,0.1,1.0,0.66,2
27.9,51.0,0.1,1.0,0.7,-2
27.9,51.0,0.1,1.0,0.7,1
27.9,51.0,0.1,1.0,0.75,1
27.9,51.0,0.1,1.0,0.84,-1
27.2,50.0,0.07,1.0,0.84,3
27.2,50.0,0.07,1.0,0.64,0
27.2,50.0,0.07,1.0,0.84,1
27.2,50.0,0.07,1.0,0.75,-1
27.2,50.0,0.07,1.0,0.64,0
27.5,55.0,0.07,1.0,0.72,0
27.4,55.0,0.06,1.0,0.72,0
27.4,55.0,0.06,1.0,0.64,-1
27.4,55.0,0.06,1.0,0.84,1
27.1,45.0,0.13,1.2,0.64,1
27.1,45.0,0.13,1.0,0.64,1
27.1,45.0,0.13,1.0,0.66,-2
24.5,50.0,0.16,1.0,0.73,0
24.5,50.0,0.16,1.0,0.66,-1
24.5,50.0,0.16,1.0,0.7,1
24.5,50.0,0.16,1.0,0.7,0
25.1,45.0,0.14,1.2,0.72,1
25.1,45.0,0.14,1.2,0.64,0
25.1,45.0,0.14,1.2,0.7,3
25.1,45.0,0.14,1.2,0.7,-1
27.4,55.0,0.06,1.0,0.84,0
25.8,41.0,0.19,1.0,0.97,3
26.6,61.0,0.13,1.0,0.64,-1
26.0,63.0,0.21,1.0,0.64,-1
27.4,63.0,0.14,1.0,0.72,1
27.4,63.0,0.14,1.0,0.97,0
27.4,63.0,0.14,1.0,0.97,0
27.5,62.0,0.03,1.0,0.72,-1
27.5,62.0,0.03,1.0,0.72,-1
27.5,62.0,0.03,1.0,0.75,0
27.5,62.0,0.03,1.0,0.72,1
27.5,62.0,0.03,1.0,0.72,2
27.7,57.0,0.07,1.0,0.7,-1
27.7,57.0,0.07,1.0,0.7,1
27.7,57.0,0.07,1.0,0.7,0
27.7,57.0,0.07,1.0,0.72,1
28.0,37.0,0.19,1.0,0.66,-1
28.0,37.0,0.19,1.0,0.64,-1
28.0,37.0,0.19,1.0,0.64,-1
28.0,37.0,0.19,1.0,0.64,-1
28.0,37.0,0.19,1.0,0.84,0
28.0,37.0,0.19,1.0,0.97,3
27.2,39.0,0.2,1.0,0.72,-1
27.2,39.0,0.2,1.0,0.72,0
27.2,39.0,0.2,1.0,0.64,1
27.2,39.0,0.2,1.0,0.64,0
27.2,39.0,0.2,1.0,0.72,3
26.5,50.0,0.15,1.0,0.64,3
26.5,50.0,0.15,1.0,0.64,2
26.5,50.0,0.15,1.0,0.72,-2
26.5,50.0,0.15,1.0,0.84,0
27.4,63.0,0.14,1.0,0.84,1
27.4,63.0,0.14,1.0,0.66,0
26.9,63.0,0.11,1.0,0.66,-1
26.9,63.0,0.11,1.0,0.69,1
25.1,40.0,0.07,1.0,0.64,2
27.8,51.0,0.15,1.0,0.75,1
26.7,61.0,0.13,1.0,0.66,0
26.7,61.0,0.13,1.0,0.75,0
26.7,61.0,0.13,1.0,0.66,0
26.7,61.0,0.13,1.0,0.7,0
26.7,61.0,0.13,1.0,0.7,3
26.7,61.0,0.13,1.0,0.75,-2
26.6,60.0,0.13,1.0,0.72,1
26.6,60.0,0.13,1.0,0.72,0
26.6,60.0,0.13,1.0,0.72,-1
26.6,60.0,0.13,1.0,0.84,3
26.6,60.0,0.13,1.0,0.7,-1
26.5,50.0,0.15,1.0,0.97,2
26.6,60.0,0.13,1.0,0.66,0
27.8,57.0,0.01,1.0,0.7,1
27.8,57.0,0.01,1.0,0.72,-3
27.8,57.0,0.01,1.0,0.66,1
27.8,57.0,0.01,1.0,0.72,1
27.8,57.0,0.01,1.0,0.72,2
28.3,57.0,0.01,1.0,0.72,-1
28.3,57.0,0.01,1.0,0.72,-1
28.3,57.0,0.01,1.0,0.66,1
28.3,57.0,0.01,1.0,0.72,1
26.9,63.0,0.11,1.0,0.72,3
26.9,63.0,0.11,1.0,0.7,0
26.9,63.0,0.11,1.0,0.66,0
26.9,63.0,0.11,1.0,0.84,3
27.8,57.0,0.01,1.0,0.7,0
25.1,40.0,0.07,1.0,0.97,0
26.5,50.0,0.15,1.0,0.64,-1
26.1,44.0,0.17,1.0,0.7,2
24.1,51.0,0.03,1.0,0.64,-2
24.1,51.0,0.03,1.0,0.64,0
24.1,51.0,0.03,1.0,0.97,-1
25.0,55.0,0.03,1.0,0.7,-1
25.0,55.0,0.03,1.0,0.64,-2
25.0,55.0,0.03,1.0,0.64,-1
25.0,55.0,0.03,1.0,0.64,0
25.0,55.0,0.03,1.0,0.64,0
25.0,55.0,0.03,1.0,0.64,-2
25.0,55.0,0.03,1.0,0.64,-1
27.7,52.0,0.02,1.0,0.64,0
27.7,52.0,0.02,1.0,0.72,0
27.7,52.0,0.02,1.0,0.66,0
27.7,52.0,0.02,1.0,0.7,1
27.7,52.0,0.02,1.0,0.7,2
27.7,52.0,0.02,1.0,0.7,2
28.0,55.0,0.03,1.0,0.64,0
28.0,55.0,0.03,1.0,0.72,2
28.0,55.0,0.03,1.0,0.72,2
28.0,55.0,0.03,1.0,0.7,0
30.7,72.0,0.19,1.0,0.64,-1
30.7,72.0,0.19,1.0,0.64,0
30.7,72.0,0.19,1.0,0.97,1
30.7,72.0,0.19,1.0,0.66,-1
30.7,72.0,0.19,1.0,0.7,1
30.7,72.0,0.19,1.0,0.72,1
30.7,72.0,0.19,1.0,0.7,0
24.1,51.0,0.03,1.0,0.66,-1
24.1,51.0,0.03,1.0,0.64,0
24.3,45.0,0.09,1.0,0.72,-1
24.3,45.0,0.09,1.0,0.7,-1
26.1,44.0,0.17,1.0,0.64,3
26.1,44.0,0.17,1.0,0.7,-1
26.1,44.0,0.17,1.0,0.64,1
26.1,44.0,0.17,1.0,0.7,-1
25.7,43.0,0.18,1.0,0.7,-1
25.7,43.0,0.18,1.0,0.84,2
25.7,43.0,0.18,1.0,0.64,-1
25.7,43.0,0.18,1.0,0.64,-1
24.0,43.0,0.12,1.0,0.66,-1
24.0,43.0,0.12,1.0,0.64,-1
24.0,43.0,0.12,1.0,0.66,0
24.0,43.0,0.12,1.0,0.7,0
24.0,43.0,0.12,1.0,0.7,0
26.5,50.0,0.15,1.0,0.72,0
25.3,42.0,0.11,1.0,0.7,-1
25.3,42.0,0.11,1.0,0.64,0
25.3,42.0,0.11,1.0,0.64,2
25.3,42.0,0.11,1.0,0.7,-1
25.3,42.0,0.11,1.0,0.64,-2
26.6,46.0,0.1,1.0,0.7,0
26.6,46.0,0.1,1.0,0.7,2
26.6,46.0,0.1,1.0,0.7,-2
26.6,46.0,0.1,1.0,0.84,-1
26.6,46.0,0.1,1.0,0.64,0
26.6,46.0,0.1,1.0,0.64,-1
24.3,45.0,0.09,1.0,0.64,-2
24.3,45.0,0.09,1.0,0.7,-1
24.3,45.0,0.09,1.0,0.97,2
25.3,42.0,0.11,1.0,0.7,-1
26.6,61.0,0.13,1.0,0.64,0
25.1,40.0,0.07,1.0,0.7,0
25.1,40.0,0.07,1.0,0.84,-2
26.5,60.0,0.18,1.0,0.64,0
26.5,60.0,0.18,1.0,0.64,-2
26.5,60.0,0.18,1.0,0.72,1
26.5,60.0,0.18,1.0,0.64,-1
26.5,38.0,0.1,1.0,0.72,-1
26.5,38.0,0.1,1.0,0.7,0
26.5,38.0,0.1,1.0,0.64,1
26.5,38.0,0.1,1.0,0.7,-1
26.5,38.0,0.1,1.0,0.75,-2
26.5,38.0,0.1,1.0,0.84,0
26.4,38.0,0.11,1.0,0.72,0
26.4,38.0,0.11,1.0,0.72,0
26.4,38.0,0.11,1.7,0.55,-1
27.3,43.0,0.16,1.0,0.64,-1
27.3,43.0,0.16,1.0,0.97,0
27.3,43.0,0.16,1.7,0.55,0
27.3,43.0,0.16,1.0,0.7,0
27.3,43.0,0.16,1.0,0.7,-2
27.3,43.0,0.16,1.0,0.7,-1
27.3,43.0,0.16,1.0,0.64,0
30.6,36.0,0.23,1.0,0.66,0
30.6,36.0,0.23,1.0,0.7,0
30.6,36.0,0.23,1.0,0.7,-1
30.6,36.0,0.23,1.0,0.64,1
30.6,36.0,0.23,1.0,0.7,0
30.6,36.0,0.23,1.0,0.7,-1
30.6,36.0,0.23,1.0,0.7,1
26.5,60.0,0.18,1.0,0.86,0
25.0,61.0,0.12,1.0,0.86,0
25.0,61.0,0.12,1.0,0.64,-2
25.0,61.0,0.12,1.0,0.66,0
26.0,63.0,0.21,1.0,0.64,0
26.0,63.0,0.21,1.0,0.64,-1
26.0,63.0,0.21,1.0,0.64,0
26.0,63.0,0.21,1.0,0.84,-1
26.0,63.0,0.21,1.0,0.64,2
26.0,63.0,0.21,1.0,0.64,-1
25.1,60.0,0.18,1.0,0.75,1
25.1,60.0,0.18,1.0,0.64,-3
25.1,60.0,0.18,1.0,0.64,0
25.1,60.0,0.18,1.0,0.64,-1
26.6,61.0,0.17,1.0,0.68,0
26.6,61.0,0.17,1.0,0.64,-1
26.6,61.0,0.17,1.0,0.7,1
30.6,36.0,0.23,2.0,0.69,0
26.6,61.0,0.17,1.0,0.64,0
26.6,61.0,0.17,1.0,0.64,-1
26.6,61.0,0.17,1.0,0.64,0
26.5,59.0,0.12,1.0,0.66,1
26.5,59.0,0.12,1.0,0.72,0
26.5,59.0,0.12,1.0,0.66,1
26.5,59.0,0.12,1.0,0.7,0
26.5,59.0,0.12,1.0,0.66,0
26.5,59.0,0.12,1.0,0.64,-2
26.9,59.0,0.16,1.0,0.72,1
26.9,59.0,0.16,1.0,0.64,0
26.9,59.0,0.16,1.0,0.84,0
26.9,59.0,0.16,1.0,0.64,-3
25.0,61.0,0.12,1.0,0.75,-2
26.6,61.0,0.17,1.0,0.7,0
25.1,40.0,0.07,1.0,0.7,0
22.0,48.0,0.11,1.0,0.7,0
22.0,48.0,0.11,1.0,0.7,0
27.1,49.0,0.32,1.0,0.84,0
27.1,49.0,0.32,1.0,0.75,-1
27.1,49.0,0.32,1.0,0.75,-1
27.3,49.0,0.16,1.0,0.84,0
27.3,49.0,0.16,1.0,0.64,0
27.3,49.0,0.16,1.0,0.64,-2
27.3,49.0,0.16,1.0,0.75,0
27.3,49.0,0.16,1.0,0.84,1
27.3,49.0,0.16,1.0,0.84,-1
27.3,49.0,0.16,1.0,0.97,3
25.1,50.0,0.15,1.0,0.7,0
25.1,50.0,0.15,1.0,0.7,2
25.1,50.0,0.15,1.0,0.84,2
25.1,50.0,0.15,1.0,0.64,0
25.1,50.0,0.15,1.0,0.97,2
25.1,50.0,0.15,1.0,0.7,0
23.5,52.0,0.11,1.0,0.84,2
23.5,52.0,0.11,1.0,0.84,-1
23.5,52.0,0.11,1.0,0.97,-1
23.5,52.0,0.11,1.0,0.97,1
23.5,52.0,0.11,1.0,0.97,-2
24.0,51.0,0.81,1.0,0.84,2
24.0,51.0,0.81,1.0,0.97,2
24.0,51.0,0.81,1.0,0.97,-1
24.0,51.0,0.81,1.0,0.84,-2
24.0,51.0,0.81,1.0,0.84,-2
24.0,51.0,0.81,1.0,0.84,0
27.1,49.0,0.32,1.0,0.84,-1
27.1,49.0,0.32,1.0,0.97,-1
25.1,43.0,0.04,1.0,0.84,-1
25.1,43.0,0.04,1.0,0.72,0
22.0,48.0,0.11,1.0,0.7,-2
22.0,48.0,0.11,1.0,0.84,-1
27.3,52.0,0.1,1.0,0.97,1
27.3,52.0,0.1,1.0,0.72,3
27.3,52.0,0.1,1.0,0.72,-1
27.3,52.0,0.1,1.0,0.72,2
27.3,52.0,0.1,1.0,0.72,0
27.3,52.0,0.1,1.0,0.66,2
27.3,52.0,0.1,1.0,0.7,0
27.3,52.0,0.1,1.0,0.72,1
27.3,52.0,0.1,1.0,0.66,0
27.3,52.0,0.1,1.0,0.72,-1
27.3,52.0,0.1,1.0,0.66,-1
22.0,48.0,0.11,1.0,0.7,0
27.4,55.0,0.01,1.0,0.72,-1
27.4,55.0,0.01,1.0,0.72,-1
27.4,55.0,0.01,1.0,0.66,-1
27.4,55.0,0.01,1.0,0.72,0
26.6,53.0,0.04,1.0,0.72,-1
26.6,53.0,0.04,1.0,0.72,2
26.6,53.0,0.04,1.0,0.72,-1
26.0,48.0,0.04,1.0,0.72,1
26.0,48.0,0.04,1.0,0.66,0
26.0,48.0,0.04,1.0,0.72,0
26.0,48.0,0.04,1.0,0.66,-2
26.0,48.0,0.04,1.0,0.72,0
25.1,43.0,0.04,1.0,0.72,0
25.1,43.0,0.04,1.0,0.72,0
27.4,55.0,0.01,1.0,0.72,-1
24.6,40.5,0.1,2.0,0.46,-1
28.7,36.0,0.28,1.0,0.68,0
28.5,32.0,0.2,1.0,0.68,-1
32.1,33.1,0.65,1.0,0.36,0
31.9,35.5,0.0,1.0,0.36,0
32.1,36.1,0.0,1.0,0.56,1
32.1,35.7,0.0,1.0,0.28,0
31.5,37.1,0.1,1.0,0.35,0
32.1,36.7,0.0,1.0,0.36,1
31.7,35.4,0.25,1.0,0.54,0
31.7,36.0,0.85,1.0,0.55,0
31.6,36.2,0.85,1.0,0.55,-1
31.4,36.2,0.0,1.0,0.27,1
31.7,31.8,0.1,1.2,0.44,0
31.6,31.8,0.05,1.0,0.36,-1
31.0,37.4,0.78,1.2,0.38,0
31.1,37.3,0.68,1.0,0.65,0
30.7,32.3,0.13,1.0,0.36,-1
30.8,33.1,0.28,1.0,0.36,2
30.9,36.1,0.45,1.0,0.48,1
31.8,31.5,1.08,1.0,0.49,1
32.4,30.0,0.65,1.0,0.27,-1
32.1,31.1,0.7,1.0,0.36,2
32.1,30.6,0.7,1.0,0.47,2
32.8,27.9,0.95,1.0,0.38,2
32.8,27.7,0.9,1.0,0.38,1
33.0,28.3,0.88,1.0,0.36,-1
31.5,29.8,0.78,1.0,0.49,2
31.7,29.5,0.38,1.0,0.27,0
31.8,28.1,0.83,1.0,0.27,-1
32.0,32.7,0.33,1.0,0.27,-1
32.1,25.6,0.83,1.0,0.36,0
31.8,39.0,0.0,1.0,0.54,-1
32.1,34.2,0.4,1.0,0.27,0
32.4,29.2,0.5,1.0,0.37,0
31.5,31.0,0.28,1.0,0.28,1
33.4,28.1,0.73,1.0,0.27,1
33.5,28.4,1.7,1.0,0.55,1
34.0,27.6,0.85,1.0,0.44,1
33.3,28.7,0.95,1.0,0.54,1
33.9,27.6,1.1,0.8,0.28,0
33.7,27.6,1.43,1.2,0.38,0
33.7,27.6,1.43,0.8,0.38,1
33.7,27.6,1.43,0.8,0.38,1
32.2,31.3,0.63,0.8,0.46,0
32.4,35.7,0.18,1.0,0.2,0
31.9,30.7,0.55,1.2,0.28,1
30.8,36.7,0.7,1.0,0.4,0
31.2,36.4,0.4,1.0,0.38,0
31.8,43.4,0.48,1.0,0.27,-1
31.8,44.0,0.2,1.0,0.72,1
31.9,43.3,0.05,1.0,0.56,-1
30.1,40.9,0.95,1.0,0.27,-1
30.7,41.5,0.15,1.0,0.27,1
31.2,39.5,0.3,1.0,0.55,0
31.9,40.3,0.2,1.0,0.19,1
31.9,40.2,0.53,1.0,0.27,1
31.8,41.1,0.18,1.2,0.38,1
32.0,39.8,0.95,1.2,0.55,1
31.6,37.6,0.25,1.0,0.27,0
31.7,35.8,0.8,1.0,0.38,0
31.6,34.3,0.48,1.0,0.28,-1
32.0,26.6,0.7,1.0,0.36,1
31.1,25.4,0.7,1.0,0.36,0
30.1,25.4,1.0,1.0,0.4,1
31.8,20.8,0.33,1.0,0.27,0
31.8,21.1,0.43,1.0,0.38,0
32.8,22.5,0.53,1.0,0.36,1
32.5,21.5,0.4,1.0,0.27,1
32.6,21.2,0.75,1.0,0.27,1
32.0,20.8,1.23,1.0,0.4,1
30.7,22.0,0.5,1.0,0.55,0
31.3,20.2,0.28,1.0,0.54,-1
30.4,18.5,0.35,1.0,0.54,1
30.1,19.3,0.23,1.0,0.53,2
30.1,18.0,0.0,1.2,0.57,0
29.7,17.2,0.0,1.2,0.27,-1
29.5,17.5,0.0,1.0,0.36,-1
30.9,20.0,0.0,1.0,0.36,1
29.0,19.4,0.0,1.2,0.36,-1
28.9,19.8,0.35,1.2,0.27,0
27.9,19.2,0.0,1.0,0.36,0
26.1,17.9,0.6,1.2,0.61,-2
25.5,26.3,0.3,1.0,0.37,1
26.4,35.7,0.0,1.0,0.72,0
26.4,36.9,0.0,1.2,0.55,0
26.9,31.2,0.0,1.0,0.55,0
27.0,28.4,0.0,1.0,0.36,0
27.0,29.5,0.0,1.0,0.53,0
28.3,25.0,0.0,1.0,0.54,0
27.1,22.7,0.0,1.0,0.27,-1
27.2,25.9,0.0,1.0,0.72,-1
31.8,19.4,0.48,1.0,0.27,1
31.6,21.2,0.35,1.0,0.27,1
31.8,20.2,0.68,1.0,0.27,1
31.5,20.8,0.55,1.0,0.27,1
31.6,24.9,1.93,1.0,0.54,-1
31.8,25.3,0.78,1.0,0.27,1
31.1,25.4,0.05,1.0,0.49,0
32.0,26.1,0.85,1.0,0.37,0
33.4,29.8,0.3,1.0,0.27,0
31.7,23.8,0.23,1.0,0.54,0
32.3,23.6,0.35,1.0,0.39,1
32.2,23.2,0.48,1.0,0.65,1
32.3,23.4,0.48,1.0,0.37,0
30.6,25.9,0.4,1.0,0.54,0
30.9,26.6,0.28,1.0,0.54,0
29.8,32.0,0.63,1.0,0.54,0
29.6,33.4,0.45,1.0,0.54,-1
30.4,38.2,0.2,1.0,0.28,0
30.0,31.4,0.08,1.0,0.54,0
31.7,28.4,1.08,1.0,0.27,1
31.7,29.8,1.18,1.0,0.54,1
30.5,30.3,0.48,1.0,0.36,-1
31.3,28.2,0.35,1.0,0.38,0
30.8,26.9,0.1,1.0,0.54,0
31.6,27.7,0.68,1.0,0.38,0
31.8,29.6,0.5,1.0,0.54,0
32.5,26.2,0.85,1.0,0.27,1
29.9,33.0,0.63,1.0,0.54,0
31.6,26.4,1.05,1.0,0.48,1
30.9,21.7,0.63,1.0,0.66,-1
31.4,22.7,0.53,1.0,0.36,1
32.6,18.2,0.58,1.0,0.54,1
30.8,31.1,0.45,1.0,0.54,0
30.2,36.0,0.88,1.0,0.27,1
31.7,31.5,0.0,1.0,0.54,1
30.9,32.2,1.1,1.0,0.55,0
27.9,82.9,0.0,1.0,0.28,-2
28.1,84.1,0.0,1.2,0.36,-1
26.6,89.2,1.0,1.0,0.27,0
27.4,88.5,0.0,1.0,0.36,-1
28.0,87.1,0.0,0.8,0.27,-1
28.3,81.6,0.25,1.0,0.71,-1
27.7,87.9,0.48,1.0,0.38,-1
28.1,86.6,0.0,0.8,0.53,0
28.2,84.6,0.0,0.8,0.54,-1
29.0,83.4,0.0,1.2,0.29,-1
29.2,83.1,0.0,0.8,0.53,-1
28.0,84.8,0.1,1.0,0.37,-1
28.0,84.2,0.0,1.0,0.65,-1
27.9,84.0,0.0,1.0,0.66,-1
27.6,85.0,0.13,1.0,0.38,0
28.3,83.2,0.0,1.0,0.53,-2
28.4,83.9,0.1,1.0,0.4,0
28.4,83.5,0.0,1.0,0.36,-1
29.9,72.1,0.58,1.0,0.55,0
29.4,73.2,0.0,1.0,0.37,1
29.1,73.8,0.53,1.0,0.54,1
29.2,75.5,0.0,1.0,0.54,0
28.7,77.5,1.03,1.0,0.46,0
28.7,78.2,0.7,1.0,0.54,-1
29.1,74.3,0.85,0.8,0.19,-1
29.5,80.1,0.5,0.8,0.27,-1
28.8,79.2,0.55,0.8,0.36,1
29.7,75.1,0.0,1.0,0.19,-1
27.5,92.6,0.48,0.8,0.71,-1
27.5,93.7,0.0,1.2,0.38,-1
27.1,95.3,0.5,1.0,0.55,-1
31.7,57.1,0.1,1.0,0.27,0
32.9,52.5,0.1,1.0,0.54,1
32.7,52.7,0.2,1.0,0.54,1
